City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
212,Kodiak,US,57.79,-152.4072,36.91,65,75,4.61,broken clouds
213,Salalah,OM,17.0151,54.0924,78.89,50,75,10.36,broken clouds
214,Sobolevo,RU,54.4299,31.8996,24.39,93,100,11.99,overcast clouds
215,Esna,EG,25.2934,32.554,50.02,44,16,4.92,few clouds
216,Wakkanai,JP,45.4094,141.6739,48.18,71,20,16.11,few clouds
217,Qaanaaq,GL,77.484,-69.3632,-1.35,78,34,8.37,scattered clouds
218,Resistencia,AR,-27.4606,-58.9839,74.1,72,0,5.75,clear sky
219,Lavrentiya,RU,65.5833,-171.0,-6.36,83,84,10.0,broken clouds
220,Dongsheng,CN,39.8161,109.9776,33.75,35,100,4.16,overcast clouds
221,Buraydah,SA,26.326,43.975,52.25,41,5,8.68,clear sky
222,Kamaishi,JP,39.2667,141.8833,40.15,61,97,2.33,overcast clouds
223,Sangueya,GN,10.7,-14.3667,72.61,89,20,0.74,few clouds
224,Rio Tercero,AR,-32.173,-64.1141,64.8,82,93,2.98,overcast clouds
225,Henties Bay,NA,-22.116,14.2845,59.86,91,16,5.19,few clouds
226,Saint-Pierre,RE,-21.3393,55.4781,78.44,73,0,4.61,clear sky
227,Nome,US,64.5011,-165.4064,8.67,66,1,17.27,clear sky
228,Cody,US,44.5263,-109.0565,25.92,66,90,5.75,overcast clouds
229,Beroroha,MG,-21.6667,45.1667,77.77,73,90,1.36,overcast clouds
230,Esso,RU,55.9333,158.7,12.09,88,100,2.95,overcast clouds
231,Kaitangata,NZ,-46.2817,169.8464,60.93,62,61,8.1,broken clouds
232,Thunder Bay,CA,48.4001,-89.3168,30.29,87,90,8.05,light snow
233,Severo-Kurilsk,RU,50.6789,156.125,36.41,82,6,8.95,clear sky
234,Duleek,IE,53.6567,-6.4192,37.83,87,38,15.64,scattered clouds
235,Byron Bay,AU,-28.65,153.6167,87.91,61,93,1.99,overcast clouds
236,Berlevag,NO,70.8578,29.0864,21.25,78,5,20.22,clear sky
237,Teguise,ES,29.0605,-13.564,61.02,77,1,20.71,clear sky
238,Mahon,ES,39.8885,4.2658,57.76,77,75,9.22,broken clouds
239,Tucuman,AR,-26.8241,-65.2226,71.6,88,75,6.91,broken clouds
240,Rafaela,AR,-31.2503,-61.4867,71.06,40,97,15.12,overcast clouds
241,Lamu,KE,-2.2717,40.902,77.22,79,99,6.85,light rain
242,Fuerte Olimpo,PY,-21.0415,-57.8738,76.86,38,87,5.17,overcast clouds
243,Turukhansk,RU,65.8167,87.9833,-30.03,100,93,1.21,overcast clouds
244,Kikwit,CD,-5.041,18.8162,68.65,98,77,1.54,broken clouds
245,Pevek,RU,69.7008,170.3133,-25.83,98,99,6.89,overcast clouds
246,Pangnirtung,CA,66.1451,-65.7125,-6.03,92,100,3.15,overcast clouds
247,Santa Maria,BR,-29.6842,-53.8069,67.3,73,0,17.27,clear sky
248,Ajaccio,FR,42.0,8.9167,44.65,93,75,5.75,broken clouds
249,Eydhafushi,MV,5.1033,73.0708,81.0,78,63,10.13,broken clouds
250,Shimoda,JP,34.6667,138.95,55.76,67,100,8.79,overcast clouds
251,Hastings,GB,50.8552,0.5729,47.95,90,100,21.12,light rain
252,Isangel,VU,-19.55,169.2667,85.66,67,48,10.07,scattered clouds
253,Tadine,NC,-21.55,167.8833,82.83,73,17,11.27,few clouds
254,Darhan,MN,49.4867,105.9228,11.43,81,83,3.83,broken clouds
255,Tual,ID,-5.6667,132.75,84.27,76,100,19.51,overcast clouds
256,Kahului,US,20.8947,-156.47,80.62,77,40,24.16,scattered clouds
257,Ouesso,CG,1.6136,16.0517,71.02,77,46,0.29,scattered clouds
258,Saint-Francois,FR,46.4154,3.9054,35.67,90,90,13.8,light rain and snow
