City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
286,Katsuura,JP,35.1333,140.3,53.19,77,100,25.57,overcast clouds
287,Saint-Pierre,RE,-21.3393,55.4781,78.48,74,0,17.27,clear sky
288,Qaqortoq,GL,60.7167,-46.0333,30.7,80,94,15.73,overcast clouds
289,Qax,AZ,41.4225,46.9242,36.59,63,0,2.1,clear sky
290,Te Anau,NZ,-45.4167,167.7167,51.51,90,97,2.3,overcast clouds
291,Taoudenni,ML,22.6783,-3.9836,75.0,10,84,12.37,broken clouds
292,Olinda,BR,-8.0089,-34.8553,85.73,66,40,12.66,scattered clouds
293,Kutum,SD,14.2,24.6667,72.07,15,3,11.81,clear sky
294,Goianira,BR,-16.4961,-49.4264,84.94,41,1,3.94,clear sky
295,Victor Harbor,AU,-35.5667,138.6167,57.99,61,89,4.0,overcast clouds
296,Bagnols-Sur-Ceze,FR,44.1599,4.6178,47.75,84,75,3.44,broken clouds
297,Xuddur,SO,4.1213,43.8894,82.76,35,64,9.51,broken clouds
298,Phalaborwa,ZA,-23.943,31.1411,78.08,58,100,7.65,overcast clouds
299,Kontagora,NG,10.3999,5.4695,93.18,13,23,3.65,few clouds
300,Astoria,US,46.1879,-123.8313,47.86,84,90,5.01,overcast clouds
301,Sitka,US,57.0531,-135.33,37.29,81,90,12.66,light snow
302,Fillan,NO,63.6064,8.9696,31.44,69,99,15.68,overcast clouds
303,Saint Simons,US,31.1352,-81.3901,75.07,74,1,12.66,clear sky
304,Wajid,SO,3.8093,43.2471,88.9,31,80,11.21,broken clouds
305,Ambilobe,MG,-13.2,49.05,78.8,70,78,3.56,light rain
306,Lazaro Cardenas,MX,17.9583,-102.2,81.52,60,81,2.57,broken clouds
307,Shama,CN,33.6102,104.2852,32.34,85,20,2.71,few clouds
308,Adrar,MR,20.5022,-10.0711,77.56,8,58,15.01,broken clouds
309,Viedma,AR,-40.8135,-62.9967,59.79,87,100,23.24,overcast clouds
310,Flinders,AU,-34.5833,150.8552,62.2,92,100,5.99,light rain
311,Dongning,CN,44.0622,131.1207,16.29,90,4,3.58,clear sky
312,Bucine,IT,43.4764,11.6148,53.42,99,100,4.52,light rain
313,Itaituba,BR,-4.2761,-55.9836,84.36,74,40,4.61,scattered clouds
314,Karpathos,GR,35.507,27.2132,58.96,72,75,14.97,broken clouds
315,Qasigiannguit,GL,68.8193,-51.1922,32.25,82,100,6.06,overcast clouds
316,Sciacca,IT,37.5082,13.0881,59.11,79,16,9.1,few clouds
317,Tazmalt,DZ,36.3868,4.3989,57.42,75,64,11.21,broken clouds
318,Brownsville,US,25.9018,-97.4975,73.38,82,75,3.0,broken clouds
319,Dukat,RU,62.55,155.55,-31.68,96,100,5.28,overcast clouds
320,Esperance,AU,-33.8667,121.9,60.64,71,2,21.05,clear sky
321,Kattivakkam,IN,13.2167,80.3167,83.07,86,4,8.14,clear sky
322,Bud,US,39.447,-86.1758,32.92,72,79,10.33,broken clouds
323,Kovur,IN,14.4833,79.9833,77.94,83,31,7.29,scattered clouds
324,Acapulco,MX,16.8634,-99.8901,82.99,67,14,1.28,few clouds
325,Dargaville,NZ,-35.9333,173.8833,60.13,95,29,2.8,scattered clouds
326,Iqaluit,CA,63.7506,-68.5145,6.53,72,90,13.8,light shower snow
327,Chumikan,RU,54.7183,135.315,20.55,74,93,23.87,overcast clouds
328,Idritsa,RU,56.3316,28.8988,5.54,97,21,4.12,few clouds
329,Belmonte,BR,-15.8631,-38.8828,75.7,89,93,11.59,light rain
330,Chardara,KZ,41.2547,67.9692,46.92,56,0,9.17,clear sky
331,Constitucion,CL,-35.3333,-72.4167,67.6,63,5,11.07,clear sky
332,Grindavik,IS,63.8424,-22.4338,37.87,81,75,20.71,broken clouds
333,Boa Vista,BR,2.8197,-60.6733,89.58,55,75,8.05,broken clouds
334,Spencer,US,43.1414,-95.1444,21.6,82,1,3.44,clear sky
335,Oyama,JP,36.3,139.8,50.59,74,100,7.29,light rain
336,Mama,RU,58.3106,112.8986,23.49,93,98,14.83,light snow
337,Green River,US,41.5286,-109.4662,27.0,67,1,6.98,clear sky
338,Ocean City,US,39.2776,-74.5746,38.98,66,100,3.0,overcast clouds
339,Tabuk,PH,17.4189,121.4443,65.71,84,91,4.68,overcast clouds
340,Sioux Lookout,CA,50.1001,-91.917,-5.42,84,20,0.0,few clouds
341,Pisco,PE,-13.7,-76.2167,71.65,68,0,10.36,clear sky
342,Eatonton,US,33.3268,-83.3885,47.73,93,99,5.75,overcast clouds
343,Traverse City,US,44.7631,-85.6206,25.0,93,40,4.61,scattered clouds
344,Santa Cruz Del Sur,CU,20.7147,-77.9956,83.05,60,20,11.95,light rain
345,Vao,NC,-22.6667,167.4833,77.56,86,0,9.35,clear sky
346,Olafsvik,IS,64.8945,-23.7142,36.77,72,23,21.27,few clouds
347,Amga,RU,60.8953,131.9608,-13.52,98,100,2.21,overcast clouds
348,Zabid,YE,14.1951,43.3152,80.01,65,0,13.71,clear sky
