City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Samana,DO,2021-12-03 14:21:51,19.2056,-69.3369,79.02,83,75,4.61
295,Chala,TZ,2021-12-03 14:21:52,-7.5833,31.2667,80.51,29,5,8.39
296,Baruun-Urt,MN,2021-12-03 14:21:53,46.6806,113.2792,22.93,73,9,7.85
297,Vila Do Maio,CV,2021-12-03 14:21:53,15.1333,-23.2167,79.59,69,32,18.63
298,Kosh-Agach,RU,2021-12-03 14:21:54,50.0,88.6667,13.03,25,100,2.42
299,Tulsipur,NP,2021-12-03 14:21:55,28.131,82.2973,60.94,87,12,2.39
300,West Wendover,US,2021-12-03 14:21:55,40.7391,-114.0733,22.21,80,1,4.61
301,Boa Vista,BR,2021-12-03 14:21:56,2.8197,-60.6733,82.38,65,40,11.5
302,Sinjar,IQ,2021-12-03 14:21:56,36.3209,41.8754,53.73,26,84,4.12
303,Bagan,RU,2021-12-03 14:21:57,54.1001,77.6646,22.95,88,6,12.37
304,Narsaq,GL,2021-12-03 14:21:57,60.9167,-46.05,16.02,70,1,7.99
305,Ballina,AU,2021-12-03 14:21:58,-28.8667,153.5667,69.78,99,30,2.68
306,Tsotilion,GR,2021-12-03 14:21:58,40.2667,21.3167,48.02,67,100,7.85
307,Boromo,BF,2021-12-03 14:21:59,11.75,-2.9333,101.25,9,10,5.35
308,Olinda,BR,2021-12-03 14:21:59,-8.0089,-34.8553,87.53,66,40,10.36
309,Bandarbeyla,SO,2021-12-03 14:22:00,9.4942,50.8122,79.03,59,0,19.93
310,Barcelona,ES,2021-12-03 14:18:54,41.3888,2.159,59.81,52,20,4.0
311,Mehamn,NO,2021-12-03 14:22:00,71.0357,27.8492,26.78,85,98,6.69
312,Sal Rei,CV,2021-12-03 14:22:01,16.1833,-22.9167,77.56,57,20,23.02
313,Yoichi,JP,2021-12-03 14:22:01,43.2039,140.7703,38.23,91,97,8.48
314,Plaster Rock,CA,2021-12-03 14:22:02,46.9065,-67.39,30.72,87,100,17.65
315,Brownsville,US,2021-12-03 14:21:06,25.9018,-97.4975,69.91,96,90,4.0
316,Poum,NC,2021-12-03 14:22:02,-20.2333,164.0167,79.57,79,100,10.8
317,Dossor,KZ,2021-12-03 14:22:03,47.5272,52.9811,38.28,84,74,11.05
318,Dikson,RU,2021-12-03 14:22:03,73.5069,80.5464,-20.99,97,100,13.27
319,Bend,US,2021-12-03 14:22:04,44.0582,-121.3153,45.61,76,1,1.99
320,Svetlyy,RU,2021-12-03 14:22:04,54.675,20.1347,32.97,74,93,10.11
321,Ahipara,NZ,2021-12-03 14:22:06,-35.1667,173.1667,64.15,92,100,7.78
322,Codrington,AU,2021-12-03 14:22:07,-38.2667,141.9667,52.5,72,87,8.7
323,Kavieng,PG,2021-12-03 14:22:07,-2.5744,150.7967,82.17,77,15,7.05
324,Tahe,CN,2021-12-03 14:22:08,52.3333,124.7333,-6.5,87,12,3.91
325,Polson,US,2021-12-03 14:22:08,47.6936,-114.1632,35.42,89,100,2.77
326,Biak,ID,2021-12-03 14:22:08,-0.9131,122.8766,77.02,86,82,0.81
327,Chemainus,CA,2021-12-03 14:22:09,48.9163,-123.7194,40.71,71,75,2.3
328,Yatou,CN,2021-12-03 14:22:10,37.15,122.3833,37.89,66,2,7.58
329,Siva,EG,2021-12-03 14:22:11,29.2041,25.5195,68.63,30,100,8.01
330,Salinopolis,BR,2021-12-03 14:22:12,-0.6136,-47.3561,80.98,82,67,5.37
331,Sioux Lookout,CA,2021-12-03 14:22:12,50.1001,-91.917,16.18,92,90,4.61
332,Nabire,ID,2021-12-03 14:22:13,-3.3667,135.4833,77.43,92,100,3.76
333,Kununurra,AU,2021-12-03 14:22:14,-15.7667,128.7333,85.98,66,73,8.05
334,Lethem,GY,2021-12-03 14:22:14,3.3803,-59.7968,85.82,56,89,9.42
335,Samarai,PG,2021-12-03 14:22:15,-10.6167,150.6667,81.72,80,100,3.87
336,Angoche,MZ,2021-12-03 14:22:16,-16.2325,39.9086,85.05,64,0,15.55
337,Berlevag,NO,2021-12-03 14:22:17,70.8578,29.0864,21.0,73,75,8.05
338,Alibag,IN,2021-12-03 14:22:17,18.6411,72.8792,80.67,81,12,3.62
339,Nyurba,RU,2021-12-03 14:22:18,63.2842,118.3319,-8.21,97,100,7.11
340,Mareeba,AU,2021-12-03 14:22:18,-17.0,145.4333,75.92,89,100,2.91
341,Lac Du Bonnet,CA,2021-12-03 14:22:18,50.2536,-96.0612,24.1,94,100,10.25
342,Taganak,PH,2021-12-03 14:22:19,6.0833,118.3,80.74,76,100,9.31
343,Broken Hill,AU,2021-12-03 14:22:19,-31.95,141.4333,73.22,25,100,10.71
344,Valleyview,CA,2021-12-03 14:22:20,55.0667,-117.2859,19.44,73,11,8.05
345,Olafsvik,IS,2021-12-03 14:22:20,64.8945,-23.7142,36.61,69,100,6.55
346,Romans-Sur-Isere,FR,2021-12-03 14:22:21,45.0464,5.0562,43.84,72,0,12.66
347,Sorland,NO,2021-12-03 14:22:21,67.667,12.6934,31.86,59,40,23.02
348,Egvekinot,RU,2021-12-03 14:22:22,66.3167,-179.1667,26.38,98,100,16.02
349,Hami,CN,2021-12-03 14:22:22,42.8,93.45,26.04,59,0,2.44
350,Kahului,US,2021-12-03 14:22:22,20.8947,-156.47,74.46,88,75,13.8
351,Tomohon,ID,2021-12-03 14:22:23,1.3346,124.8392,68.94,91,100,1.86
352,Lakes Entrance,AU,2021-12-03 14:22:23,-37.8811,147.981,58.57,86,13,4.0
353,Tabas,IR,2021-12-03 14:22:24,33.5959,56.9244,53.33,62,93,10.54
354,Yerbogachen,RU,2021-12-03 14:22:25,61.2767,108.0108,27.88,90,100,14.83
355,Roald,NO,2021-12-03 14:22:27,62.5833,6.1333,28.0,63,0,12.66
356,Ostrovnoy,RU,2021-12-03 14:22:27,68.0531,39.5131,22.91,64,100,16.51
357,Ulaangom,MN,2021-12-03 14:22:28,49.9811,92.0667,4.01,85,52,4.47
358,Lubango,AO,2021-12-03 14:22:28,-14.9172,13.4925,75.36,53,89,8.34
359,Saldanha,ZA,2021-12-03 14:22:29,-33.0117,17.9442,75.25,69,20,23.33
360,Luorong,CN,2021-12-03 14:22:29,24.4058,109.6086,55.99,52,36,5.55
361,Madera,US,2021-12-03 14:22:30,37.1666,-119.8343,63.07,55,100,2.93
362,Nouadhibou,MR,2021-12-03 14:22:31,20.931,-17.0347,75.18,43,27,19.57
363,Miguel Auza,MX,2021-12-03 14:22:32,24.2933,-103.4503,53.85,69,76,5.41
364,Buraydah,SA,2021-12-03 14:22:32,26.326,43.975,66.65,32,0,7.18
365,Alexandria,EG,2021-12-03 14:21:49,31.2156,29.9553,67.15,52,100,6.6
366,Bobo Dioulasso,BF,2021-12-03 14:22:33,11.1771,-4.2979,97.25,16,0,9.22
367,Darab,IR,2021-12-03 14:22:33,28.7519,54.5444,60.31,46,4,3.04
368,Ribeira Grande,PT,2021-12-03 14:22:34,38.5167,-28.7,68.4,73,20,8.05
369,Veraval,IN,2021-12-03 14:22:35,20.9,70.3667,74.64,63,71,2.13
370,Gonc,HU,2021-12-03 14:22:35,48.4667,21.2833,35.35,61,5,2.55
371,Piacabucu,BR,2021-12-03 14:22:36,-10.4056,-36.4344,88.74,51,62,13.76
372,Ekhabi,RU,2021-12-03 14:22:36,53.5102,142.9671,5.09,88,14,12.1
373,Magnitogorsk,RU,2021-12-03 14:22:37,53.4186,59.0472,31.03,80,90,26.84
374,Sotouboua,TG,2021-12-03 14:22:37,8.5667,0.9833,96.93,14,97,5.59
375,Sibolga,ID,2021-12-03 14:22:38,1.7427,98.7792,77.59,88,100,2.53
376,Birin,NP,2021-12-03 14:22:38,26.8865,88.0718,52.9,80,63,4.07
377,Padang,ID,2021-12-03 14:22:39,-0.9492,100.3543,80.65,81,100,5.26
378,Lalibela,ET,2021-12-03 14:22:40,12.0333,39.0333,71.89,23,0,4.27
379,Baherden,TM,2021-12-03 14:18:07,38.4362,57.4316,42.96,90,100,3.15
380,Ardabil,IR,2021-12-03 14:22:40,38.2498,48.2933,36.95,75,0,6.91
381,Havre-Saint-Pierre,CA,2021-12-03 14:22:41,50.2334,-63.5986,39.56,93,90,11.5
382,Bay Roberts,CA,2021-12-03 14:19:45,47.5999,-53.2648,50.05,88,100,8.99
383,Mtinko,TZ,2021-12-03 14:22:41,-4.55,34.85,83.43,18,38,13.65
384,Gewane,ET,2021-12-03 14:22:42,10.1664,40.6453,88.2,21,0,9.75
385,Nishihara,JP,2021-12-03 14:22:42,26.1842,127.7558,63.68,53,75,9.22
386,Peleduy,RU,2021-12-03 14:22:43,59.6289,112.7406,29.25,90,100,15.7
387,Araouane,ML,2021-12-03 14:22:43,18.9048,-3.5265,86.05,10,53,13.67
388,Guiglo,CI,2021-12-03 14:22:44,6.5456,-7.4966,95.77,33,69,3.4
389,Tolaga Bay,NZ,2021-12-03 14:22:45,-38.3667,178.3,59.23,93,98,7.49
390,Talnakh,RU,2021-12-03 14:22:46,69.4865,88.3972,-23.8,99,100,8.3
391,Erenhot,CN,2021-12-03 14:22:47,43.6475,111.9767,24.66,49,0,8.95
392,Ust-Kuyga,RU,2021-12-03 14:22:47,70.0167,135.6,-42.77,99,100,7.27
393,Labuhan,ID,2021-12-03 14:22:48,-6.8844,112.2051,81.3,81,80,5.01
394,Arlit,NE,2021-12-03 14:22:48,18.7369,7.3853,87.78,8,70,5.1
395,Manono,CD,2021-12-03 14:22:49,-7.3,27.4167,88.81,49,100,0.43
396,Cayenne,GF,2021-12-03 14:22:49,4.9333,-52.3333,79.09,86,90,3.44
397,Senneterre,CA,2021-12-03 14:21:39,48.3835,-77.2328,1.62,81,92,8.3
398,Anahuac,MX,2021-12-03 14:22:50,27.2333,-100.15,65.7,74,44,4.41
399,Hibbing,US,2021-12-03 14:22:50,47.4272,-92.9377,28.0,93,90,0.0
400,Abbeville,FR,2021-12-03 14:22:51,50.1,1.8333,42.76,92,100,16.82
401,Rudbar,AF,2021-12-03 14:22:51,30.15,62.6,70.5,22,0,11.05
402,Hobyo,SO,2021-12-03 14:22:52,5.3505,48.5268,80.71,64,4,17.13
403,Kolobrzeg,PL,2021-12-03 14:22:52,54.1757,15.5834,36.97,85,100,23.04
404,Camacha,PT,2021-12-03 14:22:53,33.0833,-16.3333,65.53,52,75,17.27
405,Luderitz,NA,2021-12-03 14:22:53,-26.6481,15.1594,67.06,69,16,9.33
406,Avera,US,2021-12-03 14:22:53,33.194,-82.5271,60.71,61,1,4.88
407,Kruisfontein,ZA,2021-12-03 14:22:54,-34.0033,24.7314,67.89,52,57,12.33
408,Tarrafal,CV,2021-12-03 14:22:54,15.2833,-23.7667,79.59,67,19,19.46
409,Mwanza,TZ,2021-12-03 14:22:55,-2.5167,32.9,80.65,61,20,11.5
410,Warrington,GB,2021-12-03 14:19:27,53.3925,-2.5802,48.85,85,20,1.01
411,Guarapari,BR,2021-12-03 14:22:56,-20.6667,-40.4975,80.49,77,98,8.7
412,Billericay,GB,2021-12-03 14:22:56,51.6287,0.4196,49.23,93,100,4.0
413,Mimongo,GA,2021-12-03 14:22:57,-1.6195,11.6068,81.36,71,100,0.63
414,Meadville,US,2021-12-03 14:19:25,41.6414,-80.1515,37.78,81,90,6.91
415,Gejiu,CN,2021-12-03 14:22:58,23.306,103.1635,39.92,82,70,3.11
416,Marawi,PH,2021-12-03 14:22:58,7.9986,124.2928,65.64,96,100,1.5
417,Lujan,AR,2021-12-03 14:20:03,-34.5703,-59.105,79.02,57,8,3.0
418,Gweta,BW,2021-12-03 14:22:59,-20.1833,25.2333,99.39,15,91,8.21
419,Baglung,NP,2021-12-03 14:22:59,28.2719,83.5898,58.96,91,64,3.06
420,Ambon,ID,2021-12-03 14:23:00,-3.6954,128.1814,78.94,89,20,9.22
421,Trenggalek,ID,2021-12-03 14:23:00,-8.05,111.7167,76.62,93,16,3.11
422,Hambantota,LK,2021-12-03 14:23:01,6.1241,81.1185,79.09,84,86,7.61
423,Zyryanka,RU,2021-12-03 14:23:01,65.75,150.85,-13.2,94,100,17.56
424,San Cristobal,VE,2021-12-03 14:23:02,7.7669,-72.225,75.38,50,51,4.9
425,Flinders,AU,2021-12-03 14:23:02,-34.5833,150.8552,64.2,90,100,6.6
426,Bulawayo,ZW,2021-12-03 14:23:03,-20.15,28.5833,91.36,19,76,14.0
427,Kyabe,TD,2021-12-03 14:23:04,9.4515,18.9449,98.35,15,11,5.23
428,Madang,PG,2021-12-03 14:23:05,-5.2246,145.7966,78.06,91,100,3.96
429,Namatanai,PG,2021-12-03 14:23:06,-3.6667,152.4333,80.53,81,83,5.48
430,Linxia,CN,2021-12-03 14:23:06,35.6003,103.2064,29.16,66,1,3.33
431,Kamenka,RU,2021-12-03 14:23:07,51.3223,42.7678,43.75,92,100,15.12
432,Onega,RU,2021-12-03 14:23:07,63.9061,38.1404,5.27,91,72,6.08
433,Lima,PE,2021-12-03 14:20:39,-12.0432,-77.0282,67.14,83,90,5.75
434,Abay,KZ,2021-12-03 14:23:08,49.6311,72.8539,28.78,91,99,8.9
435,Cam Ranh,VN,2021-12-03 14:23:08,11.9214,109.1591,73.36,56,20,9.22
436,Douglas,US,2021-12-03 14:23:09,41.3,-96.167,42.15,77,1,1.01
437,Plastun,RU,2021-12-03 14:23:10,44.7561,136.2939,9.54,77,2,7.99
438,Kenai,US,2021-12-03 14:23:10,60.5544,-151.2583,4.14,77,1,0.0
439,Urumqi,CN,2021-12-03 14:23:10,43.801,87.6005,14.95,79,2,2.24
440,Jibuti,DJ,2021-12-03 14:23:11,11.5,42.5,80.02,51,0,12.48
441,Wanning,CN,2021-12-03 14:23:12,18.8003,110.3967,63.21,55,8,8.57
442,Severo-Kurilsk,RU,2021-12-03 14:23:12,50.6789,156.125,38.77,87,48,18.3
443,Alegrete,BR,2021-12-03 14:23:12,-29.7831,-55.7919,78.42,43,0,13.02
444,Salina Cruz,MX,2021-12-03 14:23:13,16.1667,-95.2,75.97,70,17,17.56
445,Blyth,GB,2021-12-03 14:23:13,55.1271,-1.5086,46.08,82,20,5.01
446,Senador Canedo,BR,2021-12-03 14:23:14,-16.7081,-49.0931,83.53,58,40,2.3
447,Raton,US,2021-12-03 14:19:36,36.9034,-104.4391,50.61,20,1,14.97
448,Evensk,RU,2021-12-03 14:23:14,61.95,159.2333,-7.74,73,100,9.01
449,Kristiinankaupunki,FI,2021-12-03 14:23:15,62.2743,21.376,20.05,91,100,8.7
450,Fortuna,US,2021-12-03 14:23:15,40.5982,-124.1573,45.99,97,90,5.75
451,Priyutnoye,RU,2021-12-03 14:23:16,46.1011,43.5072,42.71,69,91,9.22
452,Nova Olimpia,BR,2021-12-03 14:23:16,-14.7972,-57.2881,85.5,69,100,2.37
453,Portland,US,2021-12-03 14:23:17,45.5234,-122.6762,39.96,92,40,1.01
454,Obidos,BR,2021-12-03 14:23:18,-1.9175,-55.5181,82.36,68,99,1.12
455,Batticaloa,LK,2021-12-03 14:23:19,7.7102,81.6924,80.06,77,83,5.88
456,Yar-Sale,RU,2021-12-03 14:23:19,66.8333,70.8333,-8.72,92,98,12.77
457,Soure,BR,2021-12-03 14:23:20,-0.7167,-48.5233,84.0,69,92,6.22
458,Baturaja,ID,2021-12-03 14:23:20,-4.1333,104.1667,75.36,96,100,1.16
459,Nadvoitsy,RU,2021-12-03 14:23:20,63.8667,34.3167,11.37,87,96,8.88
460,Grand-Santi,GF,2021-12-03 14:23:22,4.25,-54.3833,84.81,62,92,4.14
461,Yenagoa,NG,2021-12-03 14:23:22,4.9247,6.2642,94.46,42,100,1.63
462,Coquimbo,CL,2021-12-03 14:23:23,-29.9533,-71.3436,60.53,82,90,5.75
463,Sroda Wielkopolska,PL,2021-12-03 14:23:23,52.2284,17.2762,36.21,66,100,17.45
464,Meulaboh,ID,2021-12-03 14:23:24,4.1363,96.1285,78.37,84,100,3.24
465,Bastrop,US,2021-12-03 14:23:25,32.7562,-91.8724,56.88,95,100,5.57
466,Skjervoy,NO,2021-12-03 14:23:25,70.0311,20.9714,26.78,73,7,21.65
467,Nome,US,2021-12-03 14:23:26,64.5011,-165.4064,2.16,71,90,25.32
468,Qaqortoq,GL,2021-12-03 14:23:26,60.7167,-46.0333,16.3,75,4,7.34
469,Santa Luzia,BR,2021-12-03 14:23:27,-19.7697,-43.8514,84.34,62,75,3.44
470,Lubao,PH,2021-12-03 14:23:28,14.9167,120.55,79.14,72,92,12.82
471,Eureka,US,2021-12-03 14:23:04,40.8021,-124.1637,46.26,92,69,2.51
472,Sao Felix Do Xingu,BR,2021-12-03 14:19:19,-6.6447,-51.995,78.3,82,99,2.19
473,Vostok,RU,2021-12-03 14:23:29,46.4856,135.8833,-5.19,98,100,4.41
474,Innisfail,AU,2021-12-03 14:20:27,-17.5333,146.0333,77.85,84,99,4.34
475,Shimoda,JP,2021-12-03 14:23:31,34.6667,138.95,49.1,63,0,20.49
476,Weligama,LK,2021-12-03 14:23:32,5.9667,80.4167,79.84,81,66,4.9
477,Timiryazevskoye,RU,2021-12-03 14:23:32,56.49,84.8769,32.95,96,100,12.71
478,Whitecourt,CA,2021-12-03 14:23:33,54.1502,-115.6855,11.44,79,1,4.61
479,Oskemen,KZ,2021-12-03 14:23:33,49.9565,82.6119,35.56,75,90,4.47
480,San Andres,CO,2021-12-03 14:19:13,12.5847,-81.7006,82.42,83,40,16.11
481,Dong Hoi,VN,2021-12-03 14:23:34,17.4833,106.6,65.75,68,14,8.48
482,Tifton,US,2021-12-03 14:23:35,31.4505,-83.5085,62.44,87,26,3.44
483,Tutoia,BR,2021-12-03 14:23:36,-2.7619,-42.2744,91.38,60,77,13.06
484,Jawhar,SO,2021-12-03 14:23:37,2.7809,45.5005,85.46,51,9,17.72
485,Seydi,TM,2021-12-03 14:23:38,39.4816,62.9137,51.48,51,98,15.95
486,Talgar,KZ,2021-12-03 14:23:38,43.3027,77.2395,35.76,65,75,6.71
487,Chapais,CA,2021-12-03 14:23:39,49.7834,-74.8492,6.58,95,100,8.79
488,Zamora,EC,2021-12-03 14:23:40,-4.0692,-78.9567,72.64,76,95,3.33
489,Indramayu,ID,2021-12-03 14:23:40,-6.3264,108.32,84.18,75,100,11.23
490,Hofn,IS,2021-12-03 14:23:41,64.2539,-15.2082,24.82,58,0,10.36
491,Winnemucca,US,2021-12-03 14:23:41,40.973,-117.7357,42.53,48,1,2.04
492,Toora-Khem,RU,2021-12-03 14:23:42,52.4675,96.11,-3.89,98,10,0.98
493,Pomabamba,PE,2021-12-03 14:23:43,-8.8333,-77.4667,54.18,74,100,2.73
494,Kabanjahe,ID,2021-12-03 14:23:44,3.1001,98.4908,65.16,96,100,2.26
495,Havelock,US,2021-12-03 14:23:44,34.8791,-76.9013,62.58,67,7,4.0
496,Binzhou,CN,2021-12-03 14:23:45,37.3667,118.0167,40.12,57,0,7.07
497,Tibiri,NE,2021-12-03 14:23:45,13.5627,7.0485,89.94,17,17,4.61
498,Entre Rios,BR,2021-12-03 14:23:46,-11.9419,-38.0844,90.43,46,40,7.56
499,Tomatlan,MX,2021-12-03 14:23:46,19.9333,-105.25,70.93,79,99,3.24
500,Batemans Bay,AU,2021-12-03 14:23:47,-35.7167,150.1833,65.19,90,100,3.87
501,Traiguen,CL,2021-12-03 14:23:47,-38.25,-72.6833,61.0,39,80,7.25
502,Harper,LR,2021-12-03 14:23:48,4.375,-7.7169,83.89,72,100,7.65
503,Virginia Beach,US,2021-12-03 14:23:49,36.8529,-75.978,56.05,57,62,1.01
504,Vao,NC,2021-12-03 14:23:50,-22.6667,167.4833,76.23,78,100,15.05
505,Bonfim,BR,2021-12-03 14:23:50,3.0833,-59.95,85.26,56,93,6.02
506,Lagoa,PT,2021-12-03 14:23:51,39.05,-27.9833,63.66,74,0,14.32
507,Pangnirtung,CA,2021-12-03 14:23:53,66.1451,-65.7125,17.6,86,75,8.05
508,Faya,SA,2021-12-03 14:23:53,18.3851,42.4509,70.32,27,0,4.72
509,Lodja,CD,2021-12-03 14:23:54,-3.4833,23.4333,84.47,58,100,1.34
510,Novokayakent,RU,2021-12-03 14:21:07,42.3937,47.9861,48.25,76,98,8.57
511,Grindavik,IS,2021-12-03 14:23:55,63.8424,-22.4338,32.47,93,75,10.36
512,Shaowu,CN,2021-12-03 14:23:55,27.3409,117.4831,45.9,64,99,1.83
513,Shumskiy,RU,2021-12-03 14:23:56,54.8318,99.1328,22.5,82,64,5.03
514,Port Blair,IN,2021-12-03 14:23:57,11.6667,92.75,80.02,83,17,8.3
515,Te Anau,NZ,2021-12-03 14:23:57,-45.4167,167.7167,56.93,98,100,0.74
516,Inuvik,CA,2021-12-03 14:23:58,68.3499,-133.7218,-22.94,76,1,2.3
517,Nicoya,CR,2021-12-03 14:23:58,10.1483,-85.452,80.15,78,34,10.13
518,Sinegorye,RU,2021-12-03 14:23:58,62.0788,150.477,-20.88,99,100,1.72
