City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
263,Benguela,AO,80.08,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
264,Yanam,IN,81.0,light rain,16.7333,82.2167,The Regency Hotel
265,Sao Felix Do Xingu,BR,81.46,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
266,Eyl,SO,77.18,overcast clouds,7.9803,49.8164,Amiin Hotel
268,Pemangkat,ID,79.18,overcast clouds,1.1667,108.9667,Ramah Kost KITA
276,Florianopolis,BR,75.13,broken clouds,-27.6146,-48.5012,Hotel Boutique Quinta das Videiras
287,Saint-Pierre,RE,78.48,clear sky,-21.3393,55.4781,Lindsey Hôtel
292,Olinda,BR,85.73,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
293,Kutum,SD,72.07,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
294,Goianira,BR,84.94,clear sky,-16.4961,-49.4264,Estância Palmeiras
297,Xuddur,SO,82.76,broken clouds,4.1213,43.8894,Banjanay Hotel
298,Phalaborwa,ZA,78.08,overcast clouds,-23.943,31.1411,Bothabelo Bed and Breakfast
303,Saint Simons,US,75.07,clear sky,31.1352,-81.3901,"Holiday Inn Express Saint Simons Island, an IHG Hotel"
304,Wajid,SO,88.9,broken clouds,3.8093,43.2471,xamdihotelresturant114
305,Ambilobe,MG,78.8,light rain,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
306,Lazaro Cardenas,MX,81.52,broken clouds,17.9583,-102.2,quinta antigua
313,Itaituba,BR,84.36,scattered clouds,-4.2761,-55.9836,Hotel Campos
318,Brownsville,US,73.38,broken clouds,25.9018,-97.4975,University Inn & Suites
321,Kattivakkam,IN,83.07,clear sky,13.2167,80.3167,Euronova Freezer
323,Kovur,IN,77.94,scattered clouds,14.4833,79.9833,Hotel Yesh Park
324,Acapulco,MX,82.99,few clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
329,Belmonte,BR,75.7,light rain,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
333,Boa Vista,BR,89.58,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
341,Pisco,PE,71.65,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
345,Vao,NC,77.56,clear sky,-22.6667,167.4833,Hotel Kou-Bugny
348,Zabid,YE,80.01,clear sky,14.1951,43.3152,مغرب التريبه
349,Punta Gorda,US,80.01,clear sky,26.9298,-82.0454,Four Points by Sheraton Punta Gorda Harborside
355,Coruripe,BR,85.93,broken clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
358,Hobyo,SO,79.09,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
363,Caravelas,BR,80.76,light rain,-17.7125,-39.2481,Pousada dos Navegantes
364,Pacaembu,BR,84.56,clear sky,-21.5622,-51.2606,Pousada Eliana e Otavio Pacaembu
365,Sri Aman,MY,78.85,overcast clouds,1.2376,111.4621,Seri Simanggang Hotel
369,Kavieng,PG,81.48,light rain,-2.5744,150.7967,Nusa Island Retreat
371,Beitbridge,ZW,81.41,overcast clouds,-22.2167,30.0,Beitbridge Express Hotel
373,Kununurra,AU,82.38,scattered clouds,-15.7667,128.7333,Hotel Kununurra
376,Ishigaki,JP,71.13,overcast clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
377,Ewa Beach,US,76.95,overcast clouds,21.3156,-158.0072,Uncle Junior Robert
380,Port Hedland,AU,84.25,clear sky,-20.3167,118.5667,The Esplanade Hotel
382,Tubuala,PA,87.57,overcast clouds,9.5167,-79.0333,Río Nabagana
383,Mount Isa,AU,82.17,light rain,-20.7333,139.5,ibis Styles Mt Isa Verona
384,Mahibadhoo,MV,81.48,overcast clouds,3.7833,72.9667,Omadhoo Inn
388,Conceicao Da Barra,BR,77.95,overcast clouds,-18.5933,-39.7322,Cricaré Praia Hotel
390,Vikindu,TZ,78.44,broken clouds,-7.0067,39.2985,RUTA GUEST HOUSE
393,Alice Springs,AU,74.75,broken clouds,-23.7,133.8833,Desert Palms Alice Springs
397,Bengkulu,ID,76.77,scattered clouds,-3.8004,102.2655,Grage Hotel Bengkulu
398,West Bay,KY,85.05,few clouds,19.3667,-81.4167,Calypso Cove
403,Bosaso,SO,76.48,clear sky,11.2842,49.1816,Red Sea Hotel
404,Imbituba,BR,75.09,overcast clouds,-28.24,-48.6703,Praia Hotel Imbituba
406,Dingle,PH,75.87,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
407,Payakumbuh,ID,70.7,broken clouds,-0.2202,100.6308,OYO 3114 Homestay Dalimo
410,Japura,ID,73.81,broken clouds,-0.3167,102.35,Rumah mbah Jamah
414,Port Shepstone,ZA,74.17,light rain,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
415,Barinas,VE,82.09,overcast clouds,8.6226,-70.2075,Hotel Mastranto Suite
416,Buraydah,SA,73.85,overcast clouds,26.326,43.975,فندق راحة السلام
420,Quatre Cocos,MU,80.71,few clouds,-20.2078,57.7625,Sunrise Attitude Hotel
421,Takoradi,GH,83.77,clear sky,4.8845,-1.7554,Raybow International Hotel
423,Key Largo,US,82.99,light rain,25.0865,-80.4473,Bayside Inn Key Largo
424,Poso,ID,78.69,overcast clouds,-1.3959,120.7524,Hotel 77 Poso
425,Praya,CV,81.14,overcast clouds,14.9215,-23.5087,LT Aparthotel
429,Gusau,NG,85.84,scattered clouds,12.1628,6.6614,GUEST INN
430,Bacolod,PH,77.14,overcast clouds,10.6667,122.95,Planta Hotel & Residences
431,Sarangani,PH,83.07,overcast clouds,5.4033,125.4636,Ballistic Islet
433,Mindelo,CV,78.35,clear sky,16.8901,-24.9804,Hotel Gaudi
435,Garowe,SO,79.09,scattered clouds,8.4054,48.4845,Curubo Hotel
438,Lucelia,BR,80.49,clear sky,-21.7203,-51.0189,Casa da nathy
440,Ararangua,BR,78.24,broken clouds,-28.9347,-49.4858,Hotel Mazzuco
441,Porto Seguro,BR,75.72,moderate rain,-16.4497,-39.0647,Porto Cálem Praia Hotel
445,Grand Gaube,MU,81.0,few clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
446,Calvinia,ZA,83.26,clear sky,-31.4707,19.776,Die Lemoenhuis
449,Umm Lajj,SA,73.54,scattered clouds,25.0213,37.2685,Moon light Furnished Units
450,Prieska,ZA,72.63,moderate rain,-29.6641,22.7474,Avenue GuestHouse
453,Cabedelo,BR,86.67,scattered clouds,-6.9811,-34.8339,Hotel Pigalle
457,Samarai,PG,81.25,overcast clouds,-10.6167,150.6667,Nuli Sapi
459,Perumpavur,IN,78.71,mist,10.1333,76.4833,Hotel Travellers Inn
463,Miramar,US,82.99,clear sky,25.9873,-80.2323,Casa Miramar
466,Mahebourg,MU,80.89,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
469,Noumea,NC,81.0,clear sky,-22.2763,166.4572,Hôtel Le Lagon
473,Zvishavane,ZW,83.21,scattered clouds,-20.3267,30.0665,Hotel Boutique Runde
474,Nouadhibou,MR,71.26,few clouds,20.931,-17.0347,El Medina
476,Jejuri,IN,71.96,few clouds,18.2833,74.1667,Hotel Malhargad
479,Itarema,BR,89.69,few clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
480,Sechura,PE,77.25,scattered clouds,-5.5569,-80.8222,Hospedaje Costa Bella
493,Conceicao Do Araguaia,BR,83.59,overcast clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
494,Bubaque,GW,82.2,broken clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
498,Vangaindrano,MG,77.27,clear sky,-23.35,47.6,Hotel Fanilo
500,Porto Novo,BJ,87.62,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
503,Sorong,ID,79.68,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
509,Kimberley,ZA,80.29,thunderstorm,-28.7323,24.7623,Welgewandel Guesthouse
516,Srandakan,ID,79.75,broken clouds,-7.9386,110.2506,Puri Brata
518,Bandar-E Lengeh,IR,73.51,broken clouds,26.5579,54.8807,کافی نت پارس
528,Port Keats,AU,79.03,moderate rain,-14.25,129.55,TDC Village (Hundred Man Camp)
532,Oistins,BB,84.29,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
533,Inirida,CO,83.1,broken clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
534,Teknaf,BD,75.88,clear sky,20.8624,92.3058,Forestry Guesthouse
535,Yeppoon,AU,76.78,overcast clouds,-23.1333,150.7333,Villa Mar Colina
536,Ciamis,ID,75.72,broken clouds,-7.3257,108.3534,The Priangan Boutique Hotel @ Yos Sudarso
538,Koulamoutou,GA,82.92,overcast clouds,-1.1303,12.4736,Motel Bouenguidi
540,Kampot,KH,75.25,broken clouds,10.6167,104.1833,Two Moons Hotel
542,Jangipur,IN,71.92,clear sky,24.4667,88.0667,"KICHU KHON LODGE ,কিছুক্ষন লজ ,SAHEBBAZAR"
544,Bungu,TZ,73.9,overcast clouds,-7.6337,39.0582,JaJa Lodge
550,Ormara,PK,74.71,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
553,Road Town,VG,87.89,clear sky,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
556,Maldonado,UY,78.22,clear sky,-34.6667,-54.9167,La Cimarrona
557,El Alto,PE,76.66,few clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
559,Maxixe,MZ,80.26,broken clouds,-23.8597,35.3472,Oceano
562,Ipixuna,BR,89.55,broken clouds,-1.7625,-48.8043,Casa da Oscarina
563,Sao Filipe,CV,78.17,overcast clouds,14.8961,-24.4956,Hotel Xaguate
565,Robertsport,LR,84.25,scattered clouds,6.7533,-11.3686,Kwepunha Retreat
567,Nisia Floresta,BR,88.61,few clouds,-6.0911,-35.2086,Rancho Crepusculo
569,Kisangani,CD,79.59,broken clouds,0.5167,25.2,Grand Ramela Hotel
571,Lichinga,MZ,80.69,few clouds,-13.3128,35.2406,Residencial Bendiak
575,Puerto Gaitan,CO,89.56,overcast clouds,4.3133,-72.0816,Brisas del Yucao
577,Mogadishu,SO,79.83,scattered clouds,2.0371,45.3438,Hotel Juba
583,Kalmunai,LK,79.16,overcast clouds,7.4167,81.8167,VS Villa
584,Soledade,BR,80.49,clear sky,-28.8183,-52.5103,Pousada Da Gringa
594,Katherine,AU,79.12,light rain,-14.4667,132.2667,Pine Tree Motel
595,Fayaoue,NC,80.53,clear sky,-20.65,166.5333,Chez Dydyce Guesthouse
597,Suwannaphum,TH,74.39,broken clouds,15.6035,103.8021,วรรณมณี รีสอร์ท
598,Meulaboh,ID,79.16,overcast clouds,4.1363,96.1285,Kost Pria
607,Mahajanga,MG,87.82,scattered clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
609,Poum,NC,81.39,few clouds,-20.2333,164.0167,Gîte kajeon
611,Riachao,BR,83.21,overcast clouds,-7.3619,-46.6172,Pousada Nordestina
612,Uvira,CD,71.73,light rain,-3.4067,29.1458,Hotel Suzana
613,Mackay,AU,78.78,scattered clouds,-21.15,149.2,International Lodge Motel
619,Ecoporanga,BR,79.12,overcast clouds,-18.3733,-40.8306,Casa Do Papai
620,Auki,SB,77.9,overcast clouds,-8.7676,160.7034,Auki Motel
630,Natal,BR,88.45,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
634,San Cristobal,VE,71.78,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
640,Uromi,NG,89.92,broken clouds,6.7,6.3333,Royal Motel
642,Saint-Leu,RE,77.86,broken clouds,-21.15,55.2833,La Caz Oceane
643,Itambacuri,BR,76.84,overcast clouds,-18.0311,-41.685,Pousada Bela
645,Doha,QA,73.71,clear sky,25.2867,51.5333,Movenpick Hotel Doha
647,Kudahuvadhoo,MV,82.02,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
648,Talara,PE,79.56,clear sky,-4.5772,-81.2719,Hostal Oro Negro
649,Owando,CG,85.1,scattered clouds,-0.4819,15.8999,Exaunel Hotel Owando
650,Obregon,NI,84.67,overcast clouds,11.9566,-85.9636,Hostal Casa Aryen
651,Mitsamiouli,KM,84.49,light rain,-11.3847,43.2844,Foyer ADM
658,Ampanihy,MG,81.21,scattered clouds,-24.7,44.75,Angora Hotel
660,Yarada,IN,79.12,haze,17.65,83.2667,Vishranti
667,Makakilo City,US,75.52,overcast clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
668,Pringsewu,ID,73.92,heavy intensity rain,-5.3582,104.9744,Urban Style by Front One
671,Santiago Del Estero,AR,89.8,overcast clouds,-27.7951,-64.2615,Apartamentos Castelli 90
674,Geraldton,AU,72.01,overcast clouds,-28.7667,114.6,Broadwater Mariner Resort
675,Ifakara,TZ,81.46,overcast clouds,-8.1333,36.6833,Tanzanian Training Centre for International Health
677,Popondetta,PG,74.19,overcast clouds,-8.7537,148.2534,Timos Transit House
678,Kendari,ID,76.71,overcast clouds,-3.945,122.4989,Hotel Wixel
680,Marovoay,MG,87.94,broken clouds,-16.1,46.6333,Hôtel les Oliviers Marovoay
682,Mayumba,GA,80.94,broken clouds,-3.432,10.6554,LIKWALE LODGE
683,Sampit,ID,75.92,moderate rain,-2.5333,112.95,Aquarius Boutique Hotel Sampit
688,Buala,SB,80.4,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
695,Martapura,ID,77.09,broken clouds,-3.4167,114.85,Montana Hotel Syariah
702,Ahuimanu,US,76.71,overcast clouds,21.4447,-157.8378,Paradise Bay Resort
703,Ambovombe,MG,78.94,clear sky,-25.1667,46.0833,RELAHARA
706,Illapel,CL,79.92,clear sky,-31.6308,-71.1653,Hotel Londres
707,Ca Mau,VN,73.76,overcast clouds,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
710,Puerto Carreno,CO,85.98,broken clouds,6.189,-67.4859,Casa Hotel Victoria
716,Sweetwater,US,82.0,scattered clouds,25.7634,-80.3731,Li'l Abner Mobile Home Park
719,Hualmay,PE,70.52,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
729,Marsh Harbour,BS,76.68,scattered clouds,26.5412,-77.0636,Abaco Beach Resort
733,Saint-Georges,GD,85.68,broken clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
736,Erode,IN,76.77,scattered clouds,11.35,77.7333,Hotel Iswariyaa
737,Namibe,AO,75.83,few clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
743,Indiaroba,BR,86.76,broken clouds,-11.5192,-37.5117,Pura Vida Bahia
744,Necochea,AR,86.04,overcast clouds,-38.5473,-58.7368,dyd -mar Hotel
745,Carutapera,BR,87.67,overcast clouds,-1.195,-46.02,Lidera
749,Fare,PF,80.33,broken clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
753,Cayenne,GF,78.84,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
755,Totness,SR,81.5,overcast clouds,5.8833,-56.3167,STAATS LOGEERGEBOUW TOTNESS
759,Bourail,NC,77.99,clear sky,-21.5667,165.4833,Motel Allamanda
761,San Ignacio,BZ,80.74,scattered clouds,17.1561,-89.0714,Rainforest Haven Inn
764,Santa,PH,71.64,broken clouds,17.486,120.4348,Monte Leah Beach Resort
766,Cockburn Town,TC,82.36,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
776,Biltine,TD,84.65,clear sky,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
779,Antalaha,MG,75.9,scattered clouds,-14.9003,50.2788,Hotel Vitasoa
780,Kuah,MY,82.38,few clouds,6.3265,99.8432,Azio Hotel
784,Richards Bay,ZA,76.05,broken clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
788,Namatanai,PG,79.92,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
790,Dibulla,CO,89.62,broken clouds,11.2725,-73.3091,Hospedaje Dibulla Beach
799,Alta Floresta,BR,82.22,moderate rain,-9.8756,-56.0861,Floresta Amazonica Hotel
800,Vanimo,PG,78.04,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
